filename,filepath,label,width,height,channels,pixels,megapixels,aspect_ratio,brightness,contrast,entropy,r_mean,r_std,g_mean,g_std,b_mean,b_std,noise_mean,noise_std,ela_mean,ela_std,ela_max,fft_center,fft_total
47052.png,train_images\authentic\47052.png,authentic,256,256,3,65536,0.0655,1.0,19.9,26.22,3.2457,19.9,26.22,19.9,26.22,19.9,26.22,1.6762,4.2422,0.8313,1.0479,17.0,10.6112,6.5368
47068.png,train_images\authentic\47068.png,authentic,1000,666,3,666000,0.666,1.5015,130.65,62.33,7.1026,171.08,55.28,121.38,67.07,72.27,64.48,3.4919,3.6397,2.6785,2.4878,29.0,13.4373,8.0352
47069.png,train_images\authentic\47069.png,authentic,360,360,3,129600,0.1296,1.0,10.81,8.6,3.1603,10.81,8.6,10.81,8.6,10.81,8.6,0.4362,0.3971,0.402,0.5321,4.0,10.1175,5.321
47097.png,train_images\authentic\47097.png,authentic,696,520,3,361920,0.3619,1.3385,5.54,4.94,2.2969,16.24,13.56,0.0,0.0,6.52,13.94,0.3328,0.7802,1.0548,2.0811,105.0,10.5785,5.9674
47133.png,train_images\authentic\47133.png,authentic,512,512,3,262144,0.2621,1.0,207.93,29.8,5.419,213.55,23.34,203.36,35.58,216.7,23.45,2.0049,3.4652,1.6764,2.4175,57.0,12.023,6.9937
47151.png,train_images\authentic\47151.png,authentic,1600,1200,3,1920000,1.92,1.3333,7.89,4.3,3.7623,13.04,5.72,6.76,4.35,0.28,0.86,0.7369,0.7183,0.796,0.8658,30.0,11.8727,6.9537
4716.png,train_images\authentic\4716.png,authentic,1000,666,3,666000,0.666,1.5015,147.24,39.45,6.7957,185.56,43.12,138.11,44.58,93.71,49.4,4.2857,4.0051,3.0914,2.8263,33.0,12.8635,8.1054
47185.png,train_images\authentic\47185.png,authentic,515,512,3,263680,0.2637,1.0059,191.81,43.64,4.9943,191.81,43.64,191.81,43.64,191.81,43.64,2.0707,3.8752,0.718,0.7723,8.0,12.3165,6.4924
47238.png,train_images\authentic\47238.png,authentic,1000,666,3,666000,0.666,1.5015,151.38,40.98,6.9353,174.94,42.82,153.62,43.69,78.03,47.42,3.1146,3.5028,2.3161,2.365,33.0,12.9929,7.7557
47318.png,train_images\authentic\47318.png,authentic,320,256,3,81920,0.0819,1.25,118.62,43.77,7.003,136.41,36.66,95.08,54.49,193.19,9.03,1.4829,1.7646,1.8656,1.8238,23.0,11.1463,5.9627
4733.png,train_images\authentic\4733.png,authentic,696,520,3,361920,0.3619,1.3385,30.85,32.73,4.5054,30.85,32.73,30.85,32.73,30.85,32.73,0.864,1.2757,0.5965,0.7339,12.0,12.7687,6.5943
47376.png,train_images\authentic\47376.png,authentic,296,392,3,116032,0.116,0.7551,191.99,45.54,5.6689,191.99,45.54,191.99,45.54,191.99,45.54,1.4107,1.3528,1.1194,0.9878,18.0,11.1951,6.301
4740.png,train_images\authentic\4740.png,authentic,2592,3888,3,10077696,10.0777,0.6667,174.21,32.94,6.6915,160.45,35.23,193.17,43.38,112.73,48.26,1.1652,2.0711,1.2489,1.2405,30.0,15.0278,8.4353
47405.png,train_images\authentic\47405.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.01,2.59,2.7622,6.04,3.59,2.09,2.59,0.07,0.54,0.5294,0.5321,0.5626,0.7156,29.0,11.3323,6.6804
47424.png,train_images\authentic\47424.png,authentic,2568,1912,3,4910016,4.91,1.3431,46.15,12.98,5.4248,46.15,12.98,46.15,12.98,46.15,12.98,0.4672,0.3539,0.4622,0.5379,4.0,13.9871,6.7984
47426.png,train_images\authentic\47426.png,authentic,1984,986,3,1956224,1.9562,2.0122,155.8,59.56,7.3473,157.96,59.95,141.73,67.64,222.53,27.11,5.4294,5.6909,4.1546,4.2968,53.0,14.0258,8.4994
4743.png,train_images\authentic\4743.png,authentic,256,256,3,65536,0.0655,1.0,4.45,7.19,2.2686,4.45,7.19,4.45,7.19,4.45,7.19,0.4875,0.5832,0.4255,0.5391,5.0,9.5476,5.1785
47441.png,train_images\authentic\47441.png,authentic,512,512,3,262144,0.2621,1.0,200.53,23.61,6.4871,209.95,21.43,193.86,26.57,210.18,20.72,5.2417,4.6524,3.1079,3.0111,43.0,11.5839,7.5202
47513.png,train_images\authentic\47513.png,authentic,875,68,3,59500,0.0595,12.8676,215.46,64.51,4.5372,215.46,64.51,215.46,64.51,215.46,64.51,2.0213,4.3006,0.6995,0.8311,11.0,10.492,5.9687
47574.png,train_images\authentic\47574.png,authentic,512,512,3,262144,0.2621,1.0,133.28,34.46,7.0628,133.28,34.46,133.28,34.46,133.28,34.46,16.673,18.1738,2.8643,2.307,19.0,10.8645,9.2534
47586.png,train_images\authentic\47586.png,authentic,1600,1200,3,1920000,1.92,1.3333,4.14,5.59,3.2549,7.65,7.32,3.17,5.69,0.15,0.99,0.6202,0.7869,0.6683,0.8085,35.0,12.1589,6.9247
4772.png,train_images\authentic\4772.png,authentic,512,512,3,262144,0.2621,1.0,164.38,25.82,6.7212,185.46,26.65,148.14,27.93,192.75,19.11,5.3723,4.6681,3.1509,3.2443,50.0,11.6166,7.5186
47770.png,train_images\authentic\47770.png,authentic,779,512,3,398848,0.3988,1.5215,16.44,28.26,5.302,16.44,28.26,16.44,28.26,16.44,28.26,2.624,4.8691,1.0895,1.0766,13.0,12.5028,7.2851
47777.png,train_images\authentic\47777.png,authentic,705,511,3,360255,0.3603,1.3796,145.75,60.33,7.72,169.35,50.23,130.69,65.23,161.4,64.63,6.2124,5.5515,2.49,2.3411,45.0,12.4503,7.2965
47790.png,train_images\authentic\47790.png,authentic,360,360,3,129600,0.1296,1.0,8.97,7.53,3.172,8.97,7.53,8.97,7.53,8.97,7.53,0.4067,0.363,0.3664,0.5128,3.0,9.9963,5.2678
47830.png,train_images\authentic\47830.png,authentic,1000,666,3,666000,0.666,1.5015,92.16,33.77,6.5414,68.03,55.68,103.21,30.99,98.46,40.71,3.3796,4.8311,2.0826,2.1052,40.0,12.6376,7.9674
47871.png,train_images\authentic\47871.png,authentic,1600,1200,3,1920000,1.92,1.3333,5.08,12.23,3.1415,11.29,18.07,2.92,11.39,0.28,1.73,0.5862,1.1125,0.6657,0.9266,34.0,12.8249,7.0753
47916.png,train_images\authentic\47916.png,authentic,1023,342,3,349866,0.3499,2.9912,222.04,25.89,5.7299,222.04,25.89,222.04,25.89,222.04,25.89,0.4211,0.4409,0.4052,0.5414,11.0,11.4189,5.475
47980.png,train_images\authentic\47980.png,authentic,2592,3888,3,10077696,10.0777,0.6667,167.02,49.69,6.8688,143.03,40.0,186.47,62.68,129.95,48.47,1.1054,1.5424,1.2177,1.1762,21.0,15.6873,8.3166
4806.png,train_images\authentic\4806.png,authentic,2568,1912,3,4910016,4.91,1.3431,29.54,16.94,4.9029,29.54,16.94,29.54,16.94,29.54,16.94,0.4156,0.3132,0.4137,0.5135,5.0,14.6192,6.725
48070.png,train_images\authentic\48070.png,authentic,1024,1024,3,1048576,1.0486,1.0,107.57,32.93,6.9791,36.14,14.67,164.85,54.75,0.0,0.0,7.1099,7.1159,6.1332,6.9335,92.0,11.839,8.6252
48113.png,train_images\authentic\48113.png,authentic,256,256,3,65536,0.0655,1.0,5.15,8.9,2.4402,5.15,8.9,5.15,8.9,5.15,8.9,0.5478,0.7565,0.4494,0.5641,7.0,9.7547,5.2972
48130.png,train_images\authentic\48130.png,authentic,256,256,3,65536,0.0655,1.0,25.75,33.01,4.1423,25.75,33.01,25.75,33.01,25.75,33.01,2.2503,4.4467,0.9562,1.1196,12.0,10.9589,6.6214
48131.png,train_images\authentic\48131.png,authentic,545,512,3,279040,0.279,1.0645,90.82,33.95,5.2982,90.82,33.95,90.82,33.95,90.82,33.95,1.3194,3.8323,0.6309,0.7605,16.0,12.2289,6.8955
48147.png,train_images\authentic\48147.png,authentic,256,256,3,65536,0.0655,1.0,8.01,14.36,3.1787,8.01,14.36,8.01,14.36,8.01,14.36,0.5585,0.9166,0.3919,0.5808,6.0,10.2408,5.4587
48184.png,train_images\authentic\48184.png,authentic,696,520,3,361920,0.3619,1.3385,4.66,4.36,1.622,13.81,12.48,0.0,0.0,5.11,9.87,0.2443,0.6934,0.8217,1.8176,98.0,10.3625,5.8624
48207.png,train_images\authentic\48207.png,authentic,1523,157,3,239111,0.2391,9.7006,107.71,57.6,6.1769,107.89,57.74,107.7,57.59,107.7,57.59,2.1533,5.4699,0.6481,0.7517,10.0,11.5205,5.9914
48216.png,train_images\authentic\48216.png,authentic,312,909,3,283608,0.2836,0.3432,225.53,25.42,5.3883,225.53,25.42,225.53,25.42,225.53,25.42,0.8141,1.3283,0.4956,0.5656,7.0,11.8407,5.934
48255.png,train_images\authentic\48255.png,authentic,256,256,3,65536,0.0655,1.0,4.36,8.63,1.9464,4.36,8.63,4.36,8.63,4.36,8.63,0.2364,0.6212,0.1655,0.4113,6.0,9.6695,4.9154
48271.png,train_images\authentic\48271.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.63,6.73,2.9917,6.89,8.58,2.68,6.97,0.14,0.97,0.5975,0.7199,0.6518,0.7897,37.0,12.5532,6.8559
48272.png,train_images\authentic\48272.png,authentic,695,512,3,355840,0.3558,1.3574,131.25,39.83,6.4818,131.25,39.83,131.25,39.83,131.25,39.83,2.0859,6.0842,0.7585,0.8201,14.0,12.2947,7.1196
48275.png,train_images\authentic\48275.png,authentic,256,256,3,65536,0.0655,1.0,4.85,8.04,2.2752,4.85,8.04,4.85,8.04,4.85,8.04,0.5204,0.6871,0.4491,0.5575,6.0,9.747,5.2476
48280.png,train_images\authentic\48280.png,authentic,256,256,3,65536,0.0655,1.0,6.15,9.38,3.0139,6.15,9.38,6.15,9.38,6.15,9.38,0.2892,0.4561,0.2329,0.4583,5.0,9.6587,4.9079
48291.png,train_images\authentic\48291.png,authentic,320,256,3,81920,0.0819,1.25,171.61,44.81,6.4435,181.22,34.75,162.53,55.33,193.17,21.84,1.5472,1.7334,2.9362,2.7403,39.0,11.5583,5.7228
48293.png,train_images\authentic\48293.png,authentic,619,154,3,95326,0.0953,4.0195,209.81,68.44,4.7242,209.81,68.44,209.81,68.44,209.81,68.44,1.7664,4.2953,0.6371,0.646,6.0,11.2517,5.8737
48351.png,train_images\authentic\48351.png,authentic,1600,1200,3,1920000,1.92,1.3333,10.58,24.5,4.3995,13.51,28.81,11.02,26.6,0.76,2.83,0.7718,1.6224,0.7316,1.1103,38.0,13.7121,7.3851
48358.png,train_images\authentic\48358.png,authentic,640,512,3,327680,0.3277,1.25,210.39,53.98,5.839,210.39,53.98,210.39,53.98,210.39,53.98,1.5713,2.8549,0.8953,0.8246,12.0,12.0457,6.7165
48419.png,train_images\authentic\48419.png,authentic,256,256,3,65536,0.0655,1.0,7.76,12.79,3.4392,7.76,12.79,7.76,12.79,7.76,12.79,0.4507,0.8561,0.3118,0.55,5.0,10.1482,5.298
4845.png,train_images\authentic\4845.png,authentic,320,256,3,81920,0.0819,1.25,162.6,19.68,4.4262,171.71,16.97,149.48,24.32,206.26,3.69,0.9869,1.6167,1.4613,1.5541,29.0,10.7566,5.7131
4853.png,train_images\authentic\4853.png,authentic,2568,1912,3,4910016,4.91,1.3431,70.79,31.3,6.0967,70.79,31.3,70.79,31.3,70.79,31.3,0.5485,0.4459,0.5157,0.5698,6.0,15.2346,6.9806
48562.png,train_images\authentic\48562.png,authentic,696,520,3,361920,0.3619,1.3385,24.4,28.75,3.6897,24.4,28.75,24.4,28.75,24.4,28.75,0.6867,1.0003,0.5103,0.6602,7.0,12.6051,6.406
4858.png,train_images\authentic\4858.png,authentic,2592,3888,3,10077696,10.0777,0.6667,164.43,25.08,6.2677,141.6,28.83,185.19,30.78,117.51,30.43,1.1091,1.6566,1.2047,1.1607,24.0,14.9076,8.3678
4865.png,train_images\authentic\4865.png,authentic,256,256,3,65536,0.0655,1.0,11.49,16.04,4.2841,11.49,16.04,11.49,16.04,11.49,16.04,0.6258,1.0398,0.4203,0.6302,5.0,10.3517,5.3504
48680.png,train_images\authentic\48680.png,authentic,1600,1200,3,1920000,1.92,1.3333,4.96,7.22,3.429,8.88,9.21,3.93,7.47,0.2,1.12,0.6892,0.8401,0.724,0.8622,46.0,12.4985,6.995
48697.png,train_images\authentic\48697.png,authentic,448,148,3,66304,0.0663,3.027,190.65,55.54,5.4114,190.65,55.54,190.65,55.54,190.65,55.54,1.4611,1.5603,0.8732,0.8212,7.0,10.3136,5.7148
48704.png,train_images\authentic\48704.png,authentic,2568,1912,3,4910016,4.91,1.3431,37.33,16.75,5.1084,37.33,16.75,37.33,16.75,37.33,16.75,0.4387,0.3317,0.4372,0.5251,4.0,14.3927,6.7358
48705.png,train_images\authentic\48705.png,authentic,320,256,3,81920,0.0819,1.25,141.49,38.21,5.9793,154.23,31.87,123.06,47.68,203.02,7.06,2.058,2.9392,2.0986,2.2094,28.0,11.2656,6.3178
48718.png,train_images\authentic\48718.png,authentic,482,397,3,191354,0.1914,1.2141,159.27,61.73,7.7156,175.19,53.63,151.05,65.05,159.83,68.69,5.9121,4.9544,2.799,2.6526,40.0,12.2635,6.8887
48730.png,train_images\authentic\48730.png,authentic,1082,114,3,123348,0.1233,9.4912,200.75,53.07,6.7774,200.75,53.07,200.75,53.07,200.75,53.07,0.7851,0.726,0.633,0.6492,7.0,10.1126,5.565
48779.png,train_images\authentic\48779.png,authentic,512,512,3,262144,0.2621,1.0,103.18,74.46,7.3393,103.18,74.46,103.18,74.46,103.18,74.46,41.0696,36.7384,2.7589,2.4133,19.0,11.3754,10.0616
48806.png,train_images\authentic\48806.png,authentic,1000,666,3,666000,0.666,1.5015,147.88,53.06,7.0371,185.53,44.21,140.82,57.48,85.4,62.1,3.2768,2.8395,2.8273,2.7294,31.0,13.1536,7.799
48818.png,train_images\authentic\48818.png,authentic,684,512,3,350208,0.3502,1.3359,79.44,32.07,6.3148,79.44,32.07,79.44,32.07,79.44,32.07,4.3612,6.1509,1.7931,1.5119,14.0,12.5248,7.7496
48836.png,train_images\authentic\48836.png,authentic,512,526,3,269312,0.2693,0.9734,102.18,54.76,7.1373,102.18,54.76,102.18,54.76,102.18,54.76,5.5861,6.9035,1.6129,1.3393,13.0,12.7817,7.5819
48880.png,train_images\authentic\48880.png,authentic,748,512,3,382976,0.383,1.4609,107.27,19.93,5.2511,107.27,19.93,107.27,19.93,107.27,19.93,1.8481,1.809,0.9258,0.8339,8.0,11.9214,6.65
48937.png,train_images\authentic\48937.png,authentic,2568,1912,3,4910016,4.91,1.3431,61.33,26.85,5.8517,61.33,26.85,61.33,26.85,61.33,26.85,0.5181,0.4156,0.4961,0.5581,5.0,15.054,6.9065
48945.png,train_images\authentic\48945.png,authentic,320,256,3,81920,0.0819,1.25,165.77,18.75,4.8104,175.12,16.74,154.26,22.9,200.59,4.42,0.7894,0.8521,1.3794,1.288,19.0,10.4787,5.3229
48981.png,train_images\authentic\48981.png,authentic,1000,666,3,666000,0.666,1.5015,96.37,41.33,6.5936,70.44,59.53,107.97,36.31,104.57,35.27,3.4033,5.0987,1.9166,1.8171,26.0,12.8961,8.0061
48997.png,train_images\authentic\48997.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.38,2.32,2.4136,6.9,3.89,0.64,2.05,0.04,0.53,0.4008,0.4895,0.556,0.7404,31.0,11.165,6.5548
49009.png,train_images\authentic\49009.png,authentic,726,512,3,371712,0.3717,1.418,55.67,52.85,6.7631,55.67,52.85,55.67,52.85,55.67,52.85,2.2661,3.4665,0.7447,0.8127,10.0,12.9454,6.7817
49042.png,train_images\authentic\49042.png,authentic,512,513,3,262656,0.2627,0.9981,184.67,51.79,5.8481,184.67,51.79,184.67,51.79,184.67,51.79,3.1266,4.0491,0.8408,0.8011,9.0,12.723,6.4339
49080.png,train_images\authentic\49080.png,authentic,696,520,3,361920,0.3619,1.3385,5.95,4.97,2.502,17.8,14.44,0.0,0.0,6.01,11.69,0.4468,0.9271,1.2087,2.2801,88.0,10.5091,6.1823
49131.png,train_images\authentic\49131.png,authentic,256,256,3,65536,0.0655,1.0,3.67,5.96,2.0398,3.67,5.96,3.67,5.96,3.67,5.96,0.5037,0.5279,0.4531,0.5406,5.0,9.3924,5.1079
4920.png,train_images\authentic\4920.png,authentic,453,138,3,62514,0.0625,3.2826,208.38,81.77,5.611,208.38,81.77,208.38,81.77,208.38,81.77,3.141,3.1467,1.7933,1.5852,15.0,10.3431,6.775
49233.png,train_images\authentic\49233.png,authentic,1600,1200,3,1920000,1.92,1.3333,1.7,2.58,2.4484,3.7,3.75,1.02,2.52,0.05,0.58,0.4011,0.5427,0.5384,0.7161,33.0,11.3465,6.5938
49237.png,train_images\authentic\49237.png,authentic,1000,666,3,666000,0.666,1.5015,125.47,49.97,6.9216,150.28,55.71,127.67,50.55,49.08,57.06,3.0173,3.1122,2.6072,2.5079,48.0,13.3217,7.8869
49318.png,train_images\authentic\49318.png,authentic,256,256,3,65536,0.0655,1.0,31.51,24.55,5.4238,31.51,24.55,31.51,24.55,31.51,24.55,1.0212,2.2543,0.771,0.8287,15.0,10.1298,6.2241
49351.png,train_images\authentic\49351.png,authentic,2592,3888,3,10077696,10.0777,0.6667,166.36,25.52,6.3511,138.59,31.08,189.25,31.11,121.45,32.98,1.2002,1.9238,1.2427,1.2133,26.0,14.9032,8.4753
49506.png,train_images\authentic\49506.png,authentic,696,520,3,361920,0.3619,1.3385,0.81,2.75,1.1108,2.65,8.93,0.0,0.0,0.18,1.92,0.2193,0.8031,0.4167,1.6983,97.0,9.8868,5.9809
49514.png,train_images\authentic\49514.png,authentic,360,360,3,129600,0.1296,1.0,9.36,7.46,3.5926,9.36,7.46,9.36,7.46,9.36,7.46,0.42,0.3603,0.3844,0.5196,3.0,10.0336,5.2802
4955.png,train_images\authentic\4955.png,authentic,1000,666,3,666000,0.666,1.5015,167.48,32.0,6.3355,198.3,20.87,158.42,38.35,133.16,38.3,2.8788,3.0458,2.2433,2.088,25.0,12.4545,7.794
49567.png,train_images\authentic\49567.png,authentic,1000,666,3,666000,0.666,1.5015,100.96,39.24,7.1419,106.18,66.25,101.26,37.02,85.82,38.71,4.1139,5.3545,2.3441,2.2615,35.0,12.5888,8.1593
4957.png,train_images\authentic\4957.png,authentic,98,90,3,8820,0.0088,1.0889,169.28,60.8,7.5386,180.8,56.19,155.99,68.36,207.51,45.59,6.0052,5.7702,4.508,4.0419,35.0,9.2653,5.9957
49583.png,train_images\authentic\49583.png,authentic,2568,1912,3,4910016,4.91,1.3431,52.04,15.17,5.6287,52.04,15.17,52.04,15.17,52.04,15.17,0.4853,0.3695,0.4764,0.5452,5.0,14.316,6.8152
49613.png,train_images\authentic\49613.png,authentic,2568,1912,3,4910016,4.91,1.3431,57.01,15.3,5.7416,57.01,15.3,57.01,15.3,57.01,15.3,0.506,0.3842,0.4914,0.5531,5.0,13.5761,6.8375
49672.png,train_images\authentic\49672.png,authentic,360,360,3,129600,0.1296,1.0,9.42,7.81,3.6066,9.42,7.81,9.42,7.81,9.42,7.81,0.4327,0.3584,0.3958,0.5219,3.0,10.0378,5.2704
49710.png,train_images\authentic\49710.png,authentic,1600,1200,3,1920000,1.92,1.3333,7.86,3.59,3.3629,12.97,4.65,6.76,3.74,0.26,0.76,0.7225,0.6499,0.8011,0.8571,36.0,11.76,6.8965
49711.png,train_images\authentic\49711.png,authentic,2568,1912,3,4910016,4.91,1.3431,52.08,13.82,5.613,52.08,13.82,52.08,13.82,52.08,13.82,0.4935,0.3728,0.4824,0.5482,4.0,13.5458,6.8153
49712.png,train_images\authentic\49712.png,authentic,719,97,3,69743,0.0697,7.4124,208.37,23.9,5.8042,208.37,23.9,208.37,23.9,208.37,23.9,2.4754,2.1212,1.5849,1.3112,11.0,9.6075,6.4545
49716.png,train_images\authentic\49716.png,authentic,2568,1912,3,4910016,4.91,1.3431,23.53,10.01,4.5111,23.53,10.01,23.53,10.01,23.53,10.01,0.3966,0.2928,0.3948,0.503,4.0,14.0854,6.6353
49721.png,train_images\authentic\49721.png,authentic,256,256,3,65536,0.0655,1.0,4.87,5.17,2.1269,4.87,5.17,4.87,5.17,4.87,5.17,0.4859,0.5241,0.44,0.5391,4.0,9.2601,5.1275
49740.png,train_images\authentic\49740.png,authentic,2568,1912,3,4910016,4.91,1.3431,75.3,32.3,6.1813,75.3,32.3,75.3,32.3,75.3,32.3,0.5632,0.4591,0.5249,0.5756,6.0,15.2589,7.0026
49770.png,train_images\authentic\49770.png,authentic,1280,1024,3,1310720,1.3107,1.25,77.46,13.21,5.1116,85.33,13.08,76.28,14.03,62.88,15.36,1.9651,2.7986,3.3081,3.2382,39.0,12.1774,7.9428
49777.png,train_images\authentic\49777.png,authentic,256,256,3,65536,0.0655,1.0,8.76,12.82,3.7068,8.76,12.82,8.76,12.82,8.76,12.82,0.5208,0.7817,0.3764,0.5692,5.0,10.1597,5.2813
49797.png,train_images\authentic\49797.png,authentic,436,158,3,68888,0.0689,2.7595,157.19,26.41,6.0243,156.37,28.36,157.35,26.18,158.53,26.0,0.8308,1.3098,0.6476,1.4614,19.0,10.1082,4.7444
49819.png,train_images\authentic\49819.png,authentic,2568,1912,3,4910016,4.91,1.3431,59.65,20.31,5.8256,59.65,20.31,59.65,20.31,59.65,20.31,0.5126,0.3987,0.4946,0.5555,5.0,14.6615,6.8918
49827.png,train_images\authentic\49827.png,authentic,674,512,3,345088,0.3451,1.3164,180.37,46.84,6.7846,180.37,46.84,180.37,46.84,180.37,46.84,6.9731,6.2976,1.5893,1.3058,12.0,12.7093,7.5631
4984.png,train_images\authentic\4984.png,authentic,256,256,3,65536,0.0655,1.0,5.14,8.9,2.4464,5.14,8.9,5.14,8.9,5.14,8.9,0.5412,0.8388,0.4509,0.5773,8.0,9.8152,5.3568
49903.png,train_images\authentic\49903.png,authentic,1077,131,3,141087,0.1411,8.2214,209.4,54.7,5.3144,209.4,54.7,209.4,54.7,209.4,54.7,3.2623,2.9028,1.6955,1.4073,11.0,11.6805,6.9956
4992.png,train_images\authentic\4992.png,authentic,778,591,3,459798,0.4598,1.3164,160.77,63.84,7.2355,166.34,62.35,147.28,72.33,215.64,36.96,5.529,6.1318,4.2989,4.6359,59.0,13.0705,7.8461
49921.png,train_images\authentic\49921.png,authentic,185,157,3,29045,0.029,1.1783,137.97,58.85,7.7258,153.02,56.71,121.62,62.35,182.69,58.75,4.5768,4.7544,3.6041,3.6629,52.0,10.7019,6.2386
49928.png,train_images\authentic\49928.png,authentic,708,185,3,130980,0.131,3.827,225.34,54.22,5.3911,225.34,54.06,225.38,54.3,224.97,54.14,0.6274,0.5839,0.6039,0.6524,5.0,10.7811,5.2202
49956.png,train_images\authentic\49956.png,authentic,685,512,3,350720,0.3507,1.3379,65.53,43.45,6.7435,65.53,43.45,65.53,43.45,65.53,43.45,9.2616,10.2962,2.9821,2.3461,18.0,12.4631,8.8525
49969.png,train_images\authentic\49969.png,authentic,256,256,3,65536,0.0655,1.0,9.72,16.04,3.3165,9.72,16.04,9.72,16.04,9.72,16.04,0.9957,1.7796,0.655,0.774,10.0,10.3296,5.8713
49982.png,train_images\authentic\49982.png,authentic,360,360,3,129600,0.1296,1.0,10.33,7.71,3.5111,10.33,7.71,10.33,7.71,10.33,7.71,0.4519,0.3804,0.4104,0.5329,3.0,10.0346,5.3259
50000.png,train_images\authentic\50000.png,authentic,854,718,3,613172,0.6132,1.1894,178.02,38.02,6.2764,178.02,38.02,178.02,38.02,178.02,38.02,0.6162,2.3584,0.3815,0.5072,3.0,12.2483,5.794
50028.png,train_images\authentic\50028.png,authentic,696,520,3,361920,0.3619,1.3385,36.25,38.58,4.9157,36.25,38.58,36.25,38.58,36.25,38.58,0.9678,1.3923,0.64,0.7724,11.0,12.9718,6.6857
5003.png,train_images\authentic\5003.png,authentic,256,256,3,65536,0.0655,1.0,17.09,19.7,2.4743,17.09,19.7,17.09,19.7,17.09,19.7,1.0282,3.0479,0.6701,0.8621,15.0,10.4406,6.3623
50069.png,train_images\authentic\50069.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.19,3.8,2.8761,6.22,4.96,2.27,3.9,0.1,0.75,0.5837,0.6593,0.6379,0.7712,33.0,11.5786,6.8148
50117.png,train_images\authentic\50117.png,authentic,2568,1912,3,4910016,4.91,1.3431,28.01,17.15,4.8557,28.01,17.15,28.01,17.15,28.01,17.15,0.4111,0.3091,0.4087,0.5112,5.0,14.5977,6.6984
50124.png,train_images\authentic\50124.png,authentic,360,360,3,129600,0.1296,1.0,13.23,8.89,3.8246,13.23,8.89,13.23,8.89,13.23,8.89,0.518,0.4424,0.4696,0.5624,4.0,10.2319,5.4463
50126.png,train_images\authentic\50126.png,authentic,256,256,3,65536,0.0655,1.0,12.26,17.58,3.8533,12.26,17.58,12.26,17.58,12.26,17.58,0.9744,1.4261,0.6401,0.697,6.0,10.3972,5.7264
50158.png,train_images\authentic\50158.png,authentic,1398,134,3,187332,0.1873,10.4328,144.04,29.69,4.8712,144.04,29.69,144.04,29.69,144.04,29.69,0.5757,0.7217,0.4459,0.5641,5.0,10.9513,5.5356
50229.png,train_images\authentic\50229.png,authentic,347,260,3,90220,0.0902,1.3346,38.5,35.9,5.5254,38.5,35.9,38.5,35.9,38.5,35.9,2.2388,3.4416,1.2079,1.1592,17.0,11.4601,6.7475
5023.png,train_images\authentic\5023.png,authentic,1000,666,3,666000,0.666,1.5015,121.02,42.82,7.2856,114.84,50.42,125.64,52.17,113.61,52.76,6.9641,7.4878,3.4548,2.8099,33.0,12.4424,8.7513
50237.png,train_images\authentic\50237.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.27,8.25,2.473,4.46,10.51,1.57,8.6,0.09,0.91,0.3943,0.5801,0.5377,0.7166,42.0,12.912,6.6277
50245.png,train_images\authentic\50245.png,authentic,256,256,3,65536,0.0655,1.0,11.92,16.88,3.8994,11.92,16.88,11.92,16.88,11.92,16.88,0.9959,1.4688,0.6502,0.7195,7.0,10.3903,5.7786
50255.png,train_images\authentic\50255.png,authentic,256,256,3,65536,0.0655,1.0,3.73,5.65,2.0725,3.73,5.65,3.73,5.65,3.73,5.65,0.5023,0.4811,0.452,0.5425,4.0,9.2925,5.1104
50258.png,train_images\authentic\50258.png,authentic,377,77,3,29029,0.029,4.8961,242.65,4.9,4.3051,244.57,4.77,242.7,4.97,237.12,5.32,3.2069,2.4418,2.3796,1.8642,14.0,6.9677,6.3522
50267.png,train_images\authentic\50267.png,authentic,1000,666,3,666000,0.666,1.5015,121.65,80.64,6.3778,84.36,112.08,138.76,71.11,131.27,57.8,3.1205,3.937,2.3347,2.3222,28.0,13.693,7.904
50280.png,train_images\authentic\50280.png,authentic,528,419,3,221232,0.2212,1.2601,176.83,30.86,6.3618,176.83,30.86,176.83,30.86,176.83,30.86,3.6987,3.0474,1.4603,1.1929,9.0,11.0994,7.0149
50294.png,train_images\authentic\50294.png,authentic,256,256,3,65536,0.0655,1.0,7.01,10.48,3.4337,7.01,10.48,7.01,10.48,7.01,10.48,0.3809,0.6763,0.2735,0.5093,5.0,9.8415,5.0481
